big_maps/index/347453/contents/4fb18d6ed8d65d4b10b92493db6f36982357b65e6ee546f74acbbb7147bfaa3a/data,0,0,1
contracts/index/0002f11b3b1c2cfa6f895d14e017fbbe4df90c3c8a26/frozen_deposits,0,0,0
big_maps/index/149768/total_bytes,1,0,1
contracts/index/000012548f71994cb2ce18072d0dcb568fe35fb74930/delegate_desactivation,0,1,1
big_maps/index/24157/key_type,0,0,0
big_maps/index/347456/contents/dc55de78f8928e694a8b3a8fce06a6726ad9a4439f79a1c9a8c0b94e00a6be66/len,0,2,2
big_maps/index/347453/contents/8312878c69abe48ae798926fc0d4990453c7811f73792ad3e134b27d6b1ae080/len,0,0,1
big_maps/index/347456/contents/15847a7e083e3bd91db1d5331cf63a1ce207e61ba454e31eb5ed4169b939a027/len,0,2,2
big_maps/index/347453/contents/9f58b54698d84cbaa247db7e8410186856cce5dd54133dfd716be5b715ea49b8/len,0,0,1
contracts/index/0000148d462627ac2668e5dbcd280df5cbd28a8d40b1/missed_endorsements,1,0,1
big_maps/index/347456/contents/6d715d57b056a115e6aff6387fa0b8d462185226a6b31b607f122bf149d329ab/len,0,2,2
big_maps/index/347456/contents/c02e17767e81efb79cf6bccc5336e1983993e05b5f089c95f2a69ac9d80c3523/len,0,2,2
contracts/index/00006d802480fd0ea58238d598638f41a8120d2995fb/inactive_delegate,0,0,0
contracts/index/00021cd367d68cc4d3a5316238c236ef1557313c51ab/frozen_deposits,0,0,0
big_maps/index/149773/contents/cf548e9fdee89bab4448861a783942c846a3617732da1ef5fbf57c09ced130e8/len,0,1,0
big_maps/index/255566/value_type,0,0,0
big_maps/index/347456/contents/d6500c195e3dc275ed807f8cc7856cc18701dd0677f2bb452406539d39d2baac/len,0,2,2
contracts/index/00014b7c404fd4fbcf931cde0a8971caf76f53c8e5c0/inactive_delegate,0,0,0
contracts/index/01167116f4fc59d1c2b98706db98cfdbe0369958be00/balance,0,0,0
big_maps/index/347455/contents/15847a7e083e3bd91db1d5331cf63a1ce207e61ba454e31eb5ed4169b939a027/len,0,0,1
v1/cycle_eras,0,3,0
big_maps/index/347453/contents/ad0ccf924cc32d54155d4f55069daad990ee895f8c1eca081a1cf77971a79f4a/data,0,0,1
big_maps/index/347455/contents/dc55de78f8928e694a8b3a8fce06a6726ad9a4439f79a1c9a8c0b94e00a6be66/len,0,0,1
big_maps/index/347453/contents/cf302008edf0082a8f18e3f76bfcee5d97e26c26889a6bbd62597e776a70720c/data,0,0,1
big_maps/index/347453/contents/31db44329072ebf2749417a1efa13dd378bd2c71ecaa10c5d19176b36ce9ffb8/data,0,0,1
big_maps/index/347455/contents/3c473434b116c7a99595607a1b3e74e9e3d66758ea57369418ca453ca9d4185c/data,0,0,1
big_maps/index/347453/contents/d6633662a796c10329dc4f7c15b79e0df11bb202a791a3ef966162d67c55f064/len,0,0,1
big_maps/index/347453/contents/118fcab68b99dd2a97a2920505aeaf507c6e78b43d784a87d0b31df81f2a2a7b/len,0,0,1
big_maps/index/347456/contents/b9901455c1810913988c84d1cacfa65dff0b085497ccc3bf04c9a49cfdab2d8c/data,1,1,1
big_maps/index/347453/contents/fa8ecab87a3828c696d641ebeba4eafb61699b43103a6699c6090d8ed662424d/data,0,0,1
contracts/index/0000bb3a8694179cdfe3d58f8ebaf388d91df1329af2/inactive_delegate,0,0,0
contracts/index/00028358af6950de8c89610cbdda90cfdfe56f0504bf/delegate_desactivation,0,1,1
big_maps/index/347455/contents/a9ce0b47cf8136331121046ee82c89f64546e95996042751baf46622c73c74cb/len,0,0,1
contracts/index/0000211c4d2b4bbe3c62b22dc88d30509b67c885d513/delegate_desactivation,0,1,1
contracts/index/01167116f4fc59d1c2b98706db98cfdbe0369958be00/used_bytes,1,1,1
contracts/index/00006d802480fd0ea58238d598638f41a8120d2995fb/frozen_deposits,0,0,0
contracts/index/00002bfa98ab5f6c4383c21c013edf836751294c2e26/frozen_deposits,0,0,0
contracts/index/0121efcf8d161672b5d40b6eb69366b04260b41f2f00/len/code,0,0,0
big_maps/index/255564/key_type,0,0,0
big_maps/index/347453/contents/c992cd6fd80021e790a79f5fa3f215858f135a49deb0aaa27434d69478cade2f/data,0,0,1
contracts/index/00006b3047aa0e3adc3b972aca3ae6a3d0c7c232cd5d/frozen_deposits,0,0,0
contracts/index/0000ec072d7596d378b7240adccb70e5a4e3358d638d/delegate_desactivation,0,1,1
big_maps/index/347456/contents/b4d6976461e76c3e91de12e566b36faf94479b99c3aee9e37b5d59320a304432/data,1,1,1
contracts/index/0002ab07ab920a19a555c8b8d93070d5a21dd1ff33fe/frozen_deposits,0,0,0
big_maps/index/347456/contents/afe25ab2a6bd78de469b6742055a6ba9aeb32d279a44668f8af6ce912fcdb945/data,1,1,1
big_maps/index/347453/contents/bb5e613ebb2abdc4398d31f808e4b691dbb40dc4dd44a268a9e0d2c7fcb3e20a/len,0,0,1
big_maps/index/347455/contents/684133c34937db8fbb1ba4f3e29bd55cda20f2506700889a30122a28b5b0de8f/len,0,0,1
contracts/index/0000576c2ab6bfcd5bdf88cbfc07e81fa0fe8a89c406/delegate_desactivation,0,1,1
contracts/index/0000b9823286802d922b4be24b15f84e6a5e839e91b7/delegate_desactivation,0,1,1
big_maps/index/347453/contents/cc998617e2e64c2429e35088f24af304fa6f25827f6c737039802db333d63282/len,0,0,1
big_maps/index/347453/contents/70df85c771aad791c03bd100f8cd67dc2318593e2edf07b6f44568d047037f04/data,0,0,1
contracts/index/00005f6a525599ff18948fe1a9a7ff57ec6164fb6c55/missed_endorsements,1,0,1
contracts/index/0000e6bde674e512f2fd5219d793767e8a9a03887583/delegate_desactivation,0,1,1
big_maps/index/347453/contents/6625ac751e4ce7772ed21e0f970215f5e84d3670e9d8d306d3add3d5932be35a/data,0,0,1
big_maps/index/347455/contents/02644d665825f4c901f5fc5a2d5e6cfe8b72b4f9a59a65d8f0f0802a640419fd/data,0,0,1
big_maps/index/347453/contents/bcb36a052e292960be06f86a8ae2f3f35c9ec7b71b3edc777a5c5f1cbe12139a/data,0,0,1
big_maps/index/347453/contents/30a71c62faa8d4f81a635f73d4a9ea8c0cace517263020e60afa38386755a85d/data,0,0,1
big_maps/index/149802/key_type,0,0,0
contracts/index/00009a157404dd0d4a62c55854200ae1204eab428c28/inactive_delegate,0,0,0
contracts/index/0000d12d9375bec33b9bfab7e3072de6d3ff01e414e6/inactive_delegate,0,0,0
contracts/index/00000c6562eb057e77cd1ed93090630c8cf3935fe70c/frozen_deposits,0,0,0
contracts/index/0000d9ec7205d4050d735b669e91a8e9f9d13a2bb1cd/delegate_desactivation,0,1,1
big_maps/index/347455/contents/c5b25ed86134db1361763c64778b95750124c07ae570b6f281c693d555ab6d3c/data,0,0,1
big_maps/index/347453/contents/118cd1f919f99cb921bee9ffffaeb553608c94b8ab3966c3acae5f876476fa34/len,0,0,1
contracts/index/0000b856e3ee82841807b6a8c5504b6256749f3937a7/frozen_deposits,0,0,0
big_maps/index/347456/contents/ad2774ac4f978d0398a85af3eda76ca3abc2f0586d75aa6dd139344bfa32d851/len,0,2,2
contracts/index/00003cf0b4bcf9162498192683702a96dc2e1e7f9f7f/frozen_deposits,0,0,0
contracts/index/00025cfa532f50de3e12befc0ad21603835dd7698d35/delegate_desactivation,0,1,1
contracts/index/0002918015298894f58b88a0afdd1c363ff59248fa20/frozen_deposits,0,0,0
big_maps/index/347456/contents/be19ad326172962e7e1adde60c7b468827400188e5e969d70204597ab6a9f5d8/data,1,1,1
big_maps/index/347455/contents/78f27a7bbde522f81b2e97500a475e0b32e40a91769075b193bcc37fbb008dfa/data,0,0,1
big_maps/index/347455/contents/d6500c195e3dc275ed807f8cc7856cc18701dd0677f2bb452406539d39d2baac/len,0,0,1
contracts/index/00000939f369d12d5b167f308e44076f7e82d1841b4b/inactive_delegate,0,0,0
big_maps/index/347455/contents/8e949adfd3b1e5e2984b98300844bca860009ce1a38f80e0eec9dbc7a05d3207/len,0,0,1
contracts/index/00004093910adabaed276686955d065846dbcacc985a/inactive_delegate,0,0,0
contracts/index/0000994593a31f87277e9e8c5a98f45310223add76a4/inactive_delegate,0,0,0
contracts/index/00002a652136b35b53f8859dad9d0f16c88f8045a6bd/inactive_delegate,0,0,0
big_maps/index/347455/contents/8bf66960e67ed643f4538b7afcee61e8040ee779f985f9e154da69b6e6385cac/len,0,0,1
big_maps/index/347455/contents/184d91f40c2a7cf5d8bbca650be537aa40ffac2cde6338d7f8a12266154cb100/len,0,0,1
contracts/index/0000b214c6dd6df755c59d39db202f26ee5c1614f71c/inactive_delegate,0,0,0
contracts/index/011dc5b42bc4dce9f4ea0ff5a411b0a245dec0fb8700/data/storage,2,2,1
big_maps/index/347455/contents/5c3b254c1bc9f1d9dd9a4749a5f4331f94e7ea4b0b5af08f0f3b1795a08f755b/data,0,0,1
big_maps/index/347455/contents/e434f0acb27a534ef73e062683430c96eb52115df053c178a3df22af4f1025cb/len,0,0,1
contracts/index/0000c5c1f1baff25db8e63cb228e16c239af9063c5c7/delegate_desactivation,0,1,1
big_maps/index/347453/contents/a8fc7ed597919dc21f00928a99a48006dd83ab25aefd49398e293421cce21192/len,0,0,1
contracts/index/0000c30adc07a256bf2ebcaaf869fe200f4f7c0297cd/inactive_delegate,0,0,0
big_maps/index/347456/contents/71539c99662eda87da0504482567d751df75d3439d8be2fe897a8e83586865b5/len,0,2,2
contracts/index/00001d7f8640bd7b9af22994de6b4baf6657ec59bf4a/inactive_delegate,0,0,0
big_maps/index/24161/contents/7957c095bb6d1d3b4be8f8d3c200017934b7173e5edaf01121423d36a4c867ad/data,0,1,0
big_maps/index/347456/contents/8bf66960e67ed643f4538b7afcee61e8040ee779f985f9e154da69b6e6385cac/len,0,2,2
contracts/index/01e12d9416bade1607ab6579d80cf327ad991844da00/data/code,0,1,0
big_maps/index/149802/contents/af067ef3cde20cc28cdce4f31e90e5b0558f696d97bd5b155af67e9250765bad/data,0,0,0
big_maps/index/347453/contents/13d01a0f8dd705bff34da6c7b7b11e35bb72e220d575d59b523f113c461d06c9/data,0,0,1
contracts/index/0121efcf8d161672b5d40b6eb69366b04260b41f2f00/balance,0,0,0
big_maps/index/347455/contents/d83cb35e4433a73af8630aa6194eb8bdac0016b116f14406ab27a6a3f22a910d/len,0,0,1
contracts/index/0000abb801903fab5a20bf3bddf1305e2d0563787f6e/frozen_deposits,0,0,0
big_maps/index/149772/key_type,0,0,0
big_maps/index/149778/value_type,0,1,0
big_maps/index/347453/contents/d7743463ccdc421bfef7725ca03d3106a3f94a86df1e4dface11bc8458d9a743/data,0,0,1
block_round,0,0,1
big_maps/index/347456/contents/b40a8c94a8cd181553ac1dfe1304e9d2048baa18e6c4ada399433e4ddc08b0d2/len,0,2,2
contracts/index/0000a11f24a0bf0f737f1a0837e785c40603f5d99baa/missed_endorsements,1,0,1
contracts/index/00023f313fcde1384f347333be0b810ad4487bb4657f/delegate_desactivation,0,1,1
big_maps/index/347456/contents/2069124172715515c3924929a52cf167826bc30ffb43c1942881c2734cd9c4c3/len,0,2,2
big_maps/index/347453/contents/5eb5bd0d6ce748e9560e5959fac4ae982c9aeda2d7792c02f4cde9885f1a2f8f/data,0,0,1
contracts/index/0000c281bff20ccf72e75969a9b825c90e35330f8339/inactive_delegate,0,0,0
big_maps/index/347455/contents/50da5fa05254ddd5ff440694dfee410b25937b0b9d70f4a2be4545784bd1f2c9/data,0,0,1
big_maps/index/347453/contents/2855f19063461d0d47ee904fa85d49d32631bd51a8f3b3f33b361587a90e66b0/len,0,0,1
big_maps/index/347456/contents/977d43e8ad40e50b777cb3f4580d25488823844abe0d47260ac7b9355f212f56/len,0,2,2
contracts/index/00025cfa532f50de3e12befc0ad21603835dd7698d35/frozen_deposits,0,0,0
contracts/index/000046c79d76c368d63ffa29b53fe0d3a7282cdb2bd5/inactive_delegate,0,0,0
contracts/index/0000863ef7cd6dc739543bea8b7f9c998a19c5302394/inactive_delegate,0,0,0
big_maps/index/149772/contents/6fa85ba617ac2ef7b6b17f88994a8e8a40e6d6ce75ea74be75735d57789fda06/data,0,0,0
big_maps/index/347453/contents/cfc6a5ee7f356ebbd92610b2bcd39d4ed31eedf92ce72731cfbcee18c6080d72/data,0,0,1
contracts/index/000072823eec9169b9accdbee351f0f544c53571febb/missed_endorsements,1,0,1
contracts/index/0000472c00106785f3a29bc3cedf67611b8c94ebc654/delegate_desactivation,0,1,1
big_maps/index/149774/key_type,0,1,0
big_maps/index/347453/contents/fadf8df41c464a1143f8dba4c4aff27936afd185124bbce32f68ed1b9c7fd2a3/data,0,0,1
contracts/index/0000472c00106785f3a29bc3cedf67611b8c94ebc654/frozen_deposits,0,0,0
contracts/index/000043d314fd37b7eba9eafc3c60320caa735d0dee33/missed_endorsements,1,0,1
contracts/index/00009ff07dfb31a52504052cbbb7e54303a1573fe350/delegate_desactivation,0,1,1
contracts/index/0000debe4a4a7c24a8e9c60cb5578444e4a03dc4622e/inactive_delegate,3,0,0
big_maps/index/347455/contents/97a6279b3033f8bf59f0a44064c7520f272d0d379c7663ddc0e97cfeaf2418b7/len,0,0,1
big_maps/index/347453/contents/79e3ad48bd115a344b7c8f249119b753b2244ad9111fe14c79b3efeaa5d024df/len,0,0,1
big_maps/index/347456/contents/907275b5aed3388c39aa3f806e6434f94e31249ddc1b7d95cdddcf700d59d84b/len,0,2,2
big_maps/index/347455/contents/c68c0e3b0fc718f8703c0e8d339676202d7eee192b70c74c2c18d206ec42d16c/data,0,0,1
liquidity_baking_cpmm_address,0,0,0
contracts/index/000012548f71994cb2ce18072d0dcb568fe35fb74930/frozen_deposits,0,0,0
big_maps/index/158315/value_type,0,0,0
big_maps/index/347456/contents/292f9e326840374382d2c1d7d96807193b7648bc044b6c7d7c7cde200a97b9a4/data,1,1,1
big_maps/index/149774/contents/45c9823a8f9051d5c1e9c1579cefe78762be035c2b2e2cc1541470c1098043bd/data,0,1,0
contracts/index/0002e19471e8611fcb03c34c4599b019c9c86867b447/delegate_desactivation,0,1,1
contracts/index/0000787215e28a8dd4335f2afda62fbae30b922fc74d/delegate_desactivation,0,1,1
big_maps/index/347453/contents/77c87bcd113f3a6afbcc352bbfc1c1437a5295f79d2bd6c5f8485ce144ded0b5/len,0,0,1
big_maps/index/347456/contents/fddeca69799c39943116c453bf379166faf5555f4f16827a25e2f9dc506be0bf/data,1,1,1
big_maps/index/347456/contents/3c473434b116c7a99595607a1b3e74e9e3d66758ea57369418ca453ca9d4185c/data,1,1,1
big_maps/index/347453/contents/0c76293188ba4f4c08b4c27937e4df622949b3beeb0d978487246c6543ba1186/len,0,0,1
big_maps/index/347456/contents/d6500c195e3dc275ed807f8cc7856cc18701dd0677f2bb452406539d39d2baac/data,1,1,1
big_maps/index/347456/contents/d1cf3b4c6bf6bc9f837ac0a30046c5955ab1e9b0b9e8698626a9b60991b378cf/data,1,1,1
contracts/index/0001f46da5a13d5cfbfd6e728226a3dbedfeceeb63a0/balance,444,888,444
big_maps/index/347453/contents/f975a225c3eb16b2f06335b100e3d3795acf073d2b550e5660f6ae6082aeeac3/data,0,0,1
big_maps/index/347455/contents/8d8a01fd090d0c146eb684b09fd67c52282d7e21c97d7e4bc0f1f0bd53889bc6/data,0,0,1
contracts/index/00008f8611a4967adee165ec3965424702be181a3e21/inactive_delegate,0,0,0
contracts/index/0000b85a9051da12ea014bdb9f538b46e5649533396a/delegate_desactivation,0,1,1
contracts/index/00003389796f3b7c883b53b1071bc28303abe9b93e78/missed_endorsements,1,0,1
version,0,3,0
big_maps/index/347456/contents/43da9b231b20858ba82f4450084359fdf473a7f71ea381f88c3dc5016cdef7fc/data,1,1,1
big_maps/index/347453/contents/a8fc7ed597919dc21f00928a99a48006dd83ab25aefd49398e293421cce21192/data,0,0,1
big_maps/index/347456/contents/81407e5c861a62fbb97ac360a64803cadd79df05e9503c7de2c8ca1d93583d5e/len,0,2,2
number_of_caches,0,0,0
contracts/index/00005f89f99fe3fc081f2c8816d8c188499f9eeff701/delegate_desactivation,0,1,1
big_maps/index/347455/contents/08f1716e4d8861e479df741bd45c51cfe6f2902a163cd2e48ed6206e67201d15/len,0,0,1
big_maps/index/347453/contents/c49a4f3b3a5b54fdb7dd5e201e12b8009164477e9479d0dfc85a669d7d8592f7/len,0,0,1
big_maps/index/347456/contents/9da9042dbdfa4b166f96226bdacf3bf31be619abe29fbdc90dfb1fdf4421bc38/data,1,1,1
big_maps/index/347453/contents/f1e822a67550e1d24e75226fa84e38f5a11b7d1c7b2edb9ca3493e1745ee1227/len,0,0,1
contracts/index/0000b214c6dd6df755c59d39db202f26ee5c1614f71c/delegate_desactivation,0,1,1
endorsement_branch,0,3,1
contracts/index/00006f256ddef23b26433f970e856c1f9aea1134cee4/delegate_desactivation,0,1,1
contracts/index/0002ecf87ba7af2c1fddc1f127db66c08f653f8d373f/delegate_desactivation,0,1,1
contracts/index/01499c6eff0b1db4fab5669f214197abf552d0eda700/data/code,0,1,0
big_maps/index/347456/contents/e8f23c17b27754a1145291d5c900fcd8544e1f027775ccf3df25b310e1246d8c/data,1,1,1
contracts/index/000003dbef35fcde084a246cf0cdedb9f7a39e4d3668/frozen_deposits,0,0,0
contracts/index/0000d9ec7205d4050d735b669e91a8e9f9d13a2bb1cd/inactive_delegate,0,0,0
big_maps/index/347456/contents/9be2c8be4db39d21af29f66c3cffaaeb873fb4b43052a8efa9465bfae643faee/len,0,2,2
contracts/index/0000cd1e0d6f6ede00fc71c26b9952c8cf24e5928574/inactive_delegate,0,0,0
contracts/index/00007a4b74f05941cddccc66567fa09a54ccaaf7ac4c/delegate_desactivation,0,1,1
contracts/index/0000d19acf127eb412b56494ffb4ba218224b882e8d3/delegate_desactivation,0,1,1
contracts/index/000214c2bf1e38a1402c9244eca0fc5b992e9e7d9f27/inactive_delegate,0,0,0
big_maps/index/347455/contents/32683cf19ad8d0c340db86ba0288f8f7eec5692be8e0a50f719a1ea0e1a7c185/data,0,0,1
contracts/index/0000ec072d7596d378b7240adccb70e5a4e3358d638d/inactive_delegate,0,0,0
contracts/index/0000ee31032d919b11cd6addba761c4de3195e3ea966/delegate_desactivation,0,1,1
contracts/index/000036b0cc5bf50389626b1f6cd83ac402d9f0abe85b/missed_endorsements,1,0,1
contracts/index/0000cbbe23ce1ac23cc4c648ea20ccc80b542091b807/frozen_deposits,0,0,0
contracts/index/0000a239f27133bef5fb66577f05f2f62c59423ab1df/frozen_deposits,0,0,0
big_maps/index/149775/value_type,0,1,0
big_maps/index/255565/key_type,0,0,0
big_maps/index/255567/key_type,0,0,0
big_maps/index/347456/contents/02644d665825f4c901f5fc5a2d5e6cfe8b72b4f9a59a65d8f0f0802a640419fd/data,1,1,1
contracts/index/0000787215e28a8dd4335f2afda62fbae30b922fc74d/frozen_deposits,0,0,0
contracts/index/011dc5b42bc4dce9f4ea0ff5a411b0a245dec0fb8700/len/code,0,1,0
big_maps/index/347453/contents/a297d0e65616ac8a7e6470cea503808f69d96131855a25f9c3b26bc8d9b37aa0/len,0,0,1
big_maps/index/347453/contents/3cdd47f66f0e2d4f115bcf864ad9634ea1573a7f9c29287290b952d171e1deec/data,0,0,1
contracts/index/00008f8611a4967adee165ec3965424702be181a3e21/frozen_deposits,0,0,0
contracts/index/0000e61e6fda33e985911eaf5331c3aff890a11b4f97/delegate_desactivation,0,1,1
contracts/index/00004c8564ab58e0b74a6ddee5721594babe8fa336f4/inactive_delegate,0,0,0
big_maps/index/347456/contents/fb72b82ae8a8cd9a984035b31dbe15a820e9df91aa58da5261e04bac8ca2d8e4/len,0,2,2
contracts/index/000083a37025e816e9d4950a229404ebce2e77b606eb/inactive_delegate,0,0,0
big_maps/index/255565/contents/4a1cf11667fa0165eac9963333b883a80bcfdfebde09b79bfc740680e986bab6/data,0,0,0
contracts/index/00026834cb636cefb3a2f1efeda04f17af90558b1e6e/frozen_deposits,0,0,0
big_maps/index/347455/contents/cfcbd9e6991eac34f5b4936ac28dc4f5791ddb63cdadb519a9b1cd17ea636f06/len,0,0,1
big_maps/index/347455/contents/ebc14ba7ca792e36e602383542aa968910428337643d3be969a611f7cdf0c406/data,0,0,1
contracts/index/000020d84c53014726f1906071afb76a4ba0fe520475/frozen_deposits,0,0,0
contracts/index/0000dbd512077119188ea5696f9895990fab0aaf1353/missed_endorsements,1,0,1
contracts/index/00001d7f8640bd7b9af22994de6b4baf6657ec59bf4a/delegate_desactivation,0,1,1
big_maps/index/347453/contents/afe4fc47f518cd6d7218d9b1963a15dcd7d75ce8d0a57b2652e67c6597a78330/data,0,0,1
big_maps/index/347456/contents/c68c0e3b0fc718f8703c0e8d339676202d7eee192b70c74c2c18d206ec42d16c/data,1,1,1
big_maps/index/149770/key_type,0,0,0
big_maps/index/149776/value_type,0,1,0
big_maps/index/347455/contents/9a9b5adac726ac5d043819dc32c5fb22e6d8b5725d8f528724c10080dfdb5cf0/len,0,0,1
contracts/index/00009a157404dd0d4a62c55854200ae1204eab428c28/delegate_desactivation,0,1,1
contracts/index/0000fbd5c5edc39b3468971ae2c6ced512bc8f4f49d6/delegate_desactivation,0,1,1
contracts/index/00003b7452b5d482d30cc183da2225afd72f3e314323/inactive_delegate,0,0,0
big_maps/index/347455/contents/12c89c4a9efb9e1c1213c2043b4b767e3aa21fea2b735ba15714c0ff50ccce77/data,0,0,1
